Date,Price,Open,High,Low,Vol.,Change %,Index
9/15/2024,"18,720.01","18,621.78","19,044.96","18,599.53",402.96M,0.11%,DAX
9/8/2024,"18,699.40","18,379.52","18,722.19","18,208.84",331.80M,2.17%,DAX
9/1/2024,"18,301.90","18,913.53","18,990.78","18,274.98",258.95M,-3.20%,DAX
8/25/2024,"18,906.92","18,577.25","18,971.75","18,549.25",95.58M,1.47%,DAX
8/18/2024,"18,633.10","18,295.15","18,674.35","18,280.65",41.12M,1.70%,DAX
8/11/2024,"18,322.40","17,791.00","18,346.65","17,668.85",63.80M,3.38%,DAX
8/4/2024,"17,722.88","17,283.35","17,790.95","17,021.65",316.44M,0.35%,DAX
7/28/2024,"17,661.22","18,506.95","18,563.85","17,622.05",93.52M,-4.11%,DAX
7/21/2024,"18,417.55","18,242.65","18,652.85","18,095.35",46.95M,1.35%,DAX
7/14/2024,"18,171.93","18,694.00","18,746.55","18,148.75",58.26M,-3.07%,DAX
7/7/2024,"18,748.18","18,454.95","18,781.45","18,210.95",49.83M,1.48%,DAX
6/30/2024,"18,475.45","18,419.75","18,664.35","18,023.45",45.50M,1.32%,DAX
6/23/2024,"18,235.45","18,211.00","18,367.35","18,045.35",64.59M,0.40%,DAX
6/16/2024,"18,163.52","18,008.23","18,257.94","17,969.54",374.76M,0.90%,DAX
6/9/2024,"18,002.02","18,550.33","18,651.70","17,951.17",343.71M,-2.99%,DAX
6/2/2024,"18,557.27","18,503.79","18,784.65","18,365.53",321.74M,0.32%,DAX
5/26/2024,"18,497.94","18,703.13","18,855.05","18,394.43",345.92M,-1.05%,DAX
5/19/2024,"18,693.37","18,710.13","18,804.00","18,515.84",282.47M,-0.06%,DAX
5/12/2024,"18,704.42","18,773.24","18,892.92","18,627.91",373.61M,-0.36%,DAX
5/5/2024,"18,772.85","18,001.13","18,845.86","18,001.13",347.15M,4.28%,DAX
4/28/2024,"18,001.60","18,162.15","18,235.80","17,875.98",308.05M,-0.88%,DAX
4/21/2024,"18,161.01","17,738.04","18,226.32","17,738.04",383.61M,2.39%,DAX
4/14/2024,"17,737.36","17,937.62","18,191.95","17,626.90",334.48M,-1.08%,DAX
4/7/2024,"17,930.32","18,163.39","18,326.37","17,860.73",373.06M,-1.35%,DAX
3/31/2024,"18,175.04","18,492.36","18,567.16","18,088.03",297.98M,-1.72%,DAX
3/24/2024,"18,492.49","18,206.36","18,513.83","18,176.85",254.65M,1.57%,DAX
3/17/2024,"18,205.94","17,936.31","18,225.97","17,902.92",345.89M,1.50%,DAX
3/10/2024,"17,936.65","17,690.95","18,039.05","17,662.55",547.42M,0.69%,DAX
3/3/2024,"17,814.51","17,743.44","17,879.11","17,619.40",321.53M,0.45%,DAX
2/25/2024,"17,735.07","17,396.74","17,816.52","17,396.40",358.05M,1.81%,DAX
2/18/2024,"17,419.33","17,075.74","17,443.74","17,019.15",328.27M,1.76%,DAX
2/11/2024,"17,117.44","16,975.99","17,198.45","16,831.53",330.13M,1.13%,DAX
2/4/2024,"16,926.50","16,925.97","17,049.52","16,859.00",367.58M,0.05%,DAX
1/28/2024,"16,918.21","16,925.39","17,004.55","16,821.60",386.75M,-0.25%,DAX
1/21/2024,"16,961.39","16,684.10","16,967.72","16,607.72",353.05M,2.45%,DAX
1/14/2024,"16,555.13","16,723.24","16,736.16","16,345.02",330.80M,-0.89%,DAX
1/7/2024,"16,704.56","16,618.51","16,839.49","16,517.49",310.54M,0.66%,DAX
12/31/2023,"16,594.21","16,828.75","16,963.47","16,448.71",263.37M,-0.94%,DAX
12/24/2023,"16,751.64","16,727.77","16,783.79","16,688.52",100.63M,0.27%,DAX
12/17/2023,"16,706.18","16,683.69","16,789.96","16,624.16",283.47M,-0.27%,DAX
12/10/2023,"16,751.44","16,760.59","17,003.28","16,670.35",515.01M,-0.05%,DAX
12/3/2023,"16,759.22","16,390.17","16,782.72","16,386.80",349.26M,2.21%,DAX
11/26/2023,"16,397.52","16,007.26","16,399.06","15,915.40",357.20M,2.30%,DAX
11/19/2023,"16,029.49","15,915.24","16,041.17","15,854.82",308.24M,0.69%,DAX
11/12/2023,"15,919.16","15,285.12","15,952.45","15,252.27",405.30M,4.49%,DAX
11/5/2023,"15,234.39","15,219.32","15,364.49","15,068.25",374.24M,0.30%,DAX
10/29/2023,"15,189.25","14,770.95","15,269.50","14,678.73",398.19M,3.42%,DAX
10/22/2023,"14,687.41","14,823.03","14,933.69","14,630.21",419.71M,-0.75%,DAX
10/15/2023,"14,798.47","15,219.42","15,288.32","14,798.47",328.00M,-2.56%,DAX
10/8/2023,"15,186.66","15,143.29","15,575.28","15,077.66",296.58M,-0.28%,DAX
10/1/2023,"15,229.77","15,439.96","15,476.38","14,948.08",314.48M,-1.02%,DAX
9/24/2023,"15,386.58","15,513.32","15,572.14","15,138.66",376.74M,-1.10%,DAX
9/17/2023,"15,557.29","15,858.81","15,870.62","15,471.75",303.41M,-2.12%,DAX
9/10/2023,"15,893.53","15,799.42","15,989.30","15,564.64",449.78M,0.94%,DAX
9/3/2023,"15,744.75","15,904.63","15,958.74","15,577.04",294.36M,-0.60%,DAX
8/27/2023,"15,840.34","15,756.47","16,042.66","15,673.89",289.52M,1.33%,DAX
8/20/2023,"15,631.82","15,573.95","15,896.74","15,571.82",234.05M,0.37%,DAX
8/13/2023,"15,574.26","15,818.21","15,937.78","15,468.65",237.12M,-1.63%,DAX
8/6/2023,"15,832.17","15,877.54","16,060.27","15,706.31",349.91M,-0.75%,DAX
7/30/2023,"15,951.86","16,434.66","16,528.97","15,784.52",358.30M,-3.14%,DAX
7/23/2023,"16,469.75","16,126.71","16,490.13","16,000.04",351.05M,1.81%,DAX
7/16/2023,"16,177.22","16,013.52","16,240.79","15,995.45",301.48M,0.45%,DAX
7/9/2023,"16,105.07","15,585.34","16,185.11","15,545.33",313.27M,3.22%,DAX
7/2/2023,"15,603.40","16,187.91","16,209.29","15,456.16",308.62M,-3.37%,DAX
6/25/2023,"16,147.90","15,874.15","16,176.55","15,713.70",345.77M,2.01%,DAX
6/18/2023,"15,829.94","16,272.21","16,302.29","15,733.12",356.92M,-3.23%,DAX
6/11/2023,"16,357.63","16,052.91","16,427.42","16,021.55",500.88M,2.56%,DAX
6/4/2023,"15,949.84","16,079.86","16,114.84","15,909.85",301.84M,-0.63%,DAX
5/28/2023,"16,051.23","16,064.13","16,079.73","15,629.12",403.17M,0.42%,DAX
5/21/2023,"15,983.97","16,235.98","16,267.93","15,726.50",300.33M,-1.79%,DAX
5/14/2023,"16,275.38","15,966.96","16,331.94","15,862.15",370.54M,2.27%,DAX
5/7/2023,"15,913.82","15,967.57","15,996.16","15,754.76",299.63M,-0.30%,DAX
4/30/2023,"15,961.02","15,950.36","16,011.56","15,662.32",293.86M,0.24%,DAX
4/23/2023,"15,922.38","15,852.27","15,922.38","15,688.17",362.55M,0.26%,DAX
4/16/2023,"15,881.66","15,838.89","15,916.28","15,706.83",330.86M,0.47%,DAX
4/9/2023,"15,807.50","15,710.45","15,841.47","15,625.79",260.20M,1.34%,DAX
4/2/2023,"15,597.89","15,623.45","15,736.56","15,482.88",276.38M,-0.20%,DAX
3/26/2023,"15,628.84","15,133.68","15,659.06","15,020.07",410.13M,4.49%,DAX
3/19/2023,"14,957.23","14,715.40","15,298.49","14,458.39",566.09M,1.28%,DAX
3/12/2023,"14,768.20","15,435.16","15,435.81","14,664.17",774.69M,-4.28%,DAX
3/5/2023,"15,427.97","15,597.90","15,706.37","15,316.38",376.40M,-0.97%,DAX
2/26/2023,"15,578.39","15,351.63","15,590.44","15,150.67",354.48M,2.42%,DAX
2/19/2023,"15,209.74","15,524.16","15,552.77","15,162.48",328.37M,-1.76%,DAX
2/12/2023,"15,482.00","15,322.06","15,634.04","15,300.42",280.65M,1.14%,DAX
2/5/2023,"15,307.98","15,367.04","15,658.56","15,246.39",303.96M,-1.09%,DAX
1/29/2023,"15,476.43","15,070.30","15,520.97","14,988.98",368.04M,2.15%,DAX
1/22/2023,"15,150.03","15,077.40","15,186.49","14,969.65",258.97M,0.77%,DAX
1/15/2023,"15,033.56","15,112.05","15,269.71","14,906.27",286.47M,-0.35%,DAX
1/8/2023,"15,086.52","14,650.73","15,132.37","14,628.61",321.21M,3.26%,DAX
1/1/2023,"14,610.02","13,992.71","14,610.23","13,976.44",285.49M,4.93%,DAX
12/25/2022,"13,923.59","14,047.42","14,071.72","13,871.32",105.63M,-0.12%,DAX
12/18/2022,"13,940.93","13,934.75","14,160.87","13,791.52",221.09M,0.34%,DAX
12/11/2022,"13,893.07","14,300.43","14,675.84","13,815.24",430.56M,-3.32%,DAX
12/4/2022,"14,370.72","14,487.43","14,507.16","14,196.77",253.73M,-1.09%,DAX
11/27/2022,"14,529.39","14,471.10","14,584.59","14,327.04",318.86M,-0.08%,DAX
11/20/2022,"14,541.38","14,395.53","14,571.66","14,321.84",246.29M,0.76%,DAX
11/13/2022,"14,431.86","14,295.81","14,457.76","14,149.70",377.87M,1.46%,DAX
11/6/2022,"14,224.86","13,398.79","14,263.53","13,391.00",400.28M,5.68%,DAX
10/30/2022,"13,459.85","13,254.31","13,542.35","13,022.64",293.86M,1.63%,DAX
10/23/2022,"13,243.33","12,868.77","13,259.49","12,747.38",334.29M,4.03%,DAX
10/16/2022,"12,730.90","12,467.54","12,931.76","12,398.05",321.86M,2.36%,DAX
10/9/2022,"12,437.81","12,175.52","12,676.42","12,000.43",371.06M,1.34%,DAX
10/2/2022,"12,273.00","11,951.84","12,673.35","11,893.94",316.81M,1.31%,DAX
9/25/2022,"12,114.36","12,231.84","12,414.09","11,862.84",419.69M,-1.38%,DAX
9/18/2022,"12,284.19","12,685.29","12,936.57","12,180.76",320.82M,-3.59%,DAX
9/11/2022,"12,741.26","13,171.92","13,564.83","12,699.22",414.25M,-2.65%,DAX
9/4/2022,"13,088.21","12,827.58","13,121.13","12,617.40",322.60M,0.29%,DAX
8/28/2022,"13,050.27","12,838.42","13,154.15","12,603.58",328.72M,0.61%,DAX
8/21/2022,"12,971.47","13,471.44","13,510.29","12,939.96",278.07M,-4.23%,DAX
8/14/2022,"13,544.52","13,847.88","13,947.85","13,525.69",259.71M,-1.82%,DAX
8/7/2022,"13,795.85","13,703.38","13,813.05","13,455.70",272.23M,1.63%,DAX
7/31/2022,"13,573.93","13,471.20","13,792.88","13,335.39",304.75M,0.67%,DAX
7/24/2022,"13,484.05","13,183.24","13,515.03","13,042.41",351.60M,1.74%,DAX
7/17/2022,"13,253.68","12,935.05","13,399.40","12,827.89",373.84M,3.02%,DAX
7/10/2022,"12,864.72","12,783.09","12,934.87","12,434.29",333.80M,-1.16%,DAX
7/3/2022,"13,015.23","12,904.09","13,019.13","12,390.95",376.26M,1.58%,DAX
6/26/2022,"12,813.03","13,217.90","13,378.42","12,618.68",394.98M,-2.33%,DAX
6/19/2022,"13,118.13","13,207.79","13,443.77","12,904.86",390.46M,-0.06%,DAX
6/12/2022,"13,126.26","13,564.47","13,648.84","13,007.91",544.72M,-4.62%,DAX
6/5/2022,"13,761.83","14,576.87","14,709.38","13,749.77",306.03M,-4.83%,DAX
5/29/2022,"14,460.09","14,572.80","14,589.91","14,329.51",365.89M,-0.01%,DAX
5/22/2022,"14,462.19","14,179.84","14,463.50","13,871.48",324.32M,3.44%,DAX
5/15/2022,"13,981.91","13,986.17","14,226.47","13,683.59",373.84M,-0.33%,DAX
5/8/2022,"14,027.93","13,624.92","14,034.15","13,380.67",476.80M,2.59%,DAX
5/1/2022,"13,674.29","13,996.82","14,315.24","13,592.15",426.66M,-3.00%,DAX
4/24/2022,"14,097.88","13,908.05","14,187.02","13,566.20",517.94M,-0.31%,DAX
4/17/2022,"14,142.09","14,057.43","14,598.11","13,991.70",306.91M,-0.15%,DAX
4/10/2022,"14,163.85","14,162.97","14,298.02","13,887.11",342.48M,-0.84%,DAX
4/3/2022,"14,283.67","14,503.96","14,603.44","14,027.18",411.83M,-1.13%,DAX
3/27/2022,"14,446.48","14,376.00","14,925.25","14,371.90",407.43M,0.98%,DAX
3/20/2022,"14,305.76","14,385.82","14,539.31","14,187.82",376.10M,-0.74%,DAX
3/13/2022,"14,413.09","13,827.22","14,553.10","13,577.81",636.91M,5.76%,DAX
3/6/2022,"13,628.11","12,614.08","13,943.97","12,438.85",822.86M,4.07%,DAX
2/27/2022,"13,094.54","14,263.73","14,510.77","13,094.54",762.40M,-10.11%,DAX
2/20/2022,"14,567.23","15,186.63","15,192.47","13,807.28",662.79M,-3.16%,DAX
2/13/2022,"15,042.51","15,065.73","15,542.84","14,844.10",436.16M,-2.48%,DAX
2/6/2022,"15,425.12","15,220.08","15,614.47","15,076.89",432.17M,2.16%,DAX
1/30/2022,"15,099.56","15,506.79","15,736.52","15,060.48",428.30M,-1.43%,DAX
1/23/2022,"15,318.95","15,499.61","15,587.39","14,952.67",482.23M,-1.83%,DAX
1/16/2022,"15,603.88","15,948.90","15,962.70","15,456.87",360.94M,-1.76%,DAX
1/9/2022,"15,883.24","16,006.44","16,090.29","15,724.23",380.25M,-0.40%,DAX
1/2/2022,"15,947.74","15,947.44","16,285.35","15,862.71",350.52M,0.40%,DAX
12/26/2021,"15,884.86","15,705.53","15,974.79","15,697.44",130.35M,0.82%,DAX
12/19/2021,"15,756.31","15,152.56","15,768.45","15,060.10",208.70M,1.45%,DAX
12/12/2021,"15,531.69","15,653.57","15,794.31","15,419.55",402.14M,-0.59%,DAX
12/5/2021,"15,623.31","15,323.20","15,834.04","15,150.54",352.55M,2.99%,DAX
11/28/2021,"15,169.98","15,418.28","15,509.46","15,015.42",508.70M,-0.57%,DAX
11/21/2021,"15,257.04","16,188.54","16,202.77","15,244.46",434.94M,-5.59%,DAX
11/14/2021,"16,159.97","16,109.41","16,290.19","16,072.29",327.60M,0.41%,DAX
11/7/2021,"16,094.07","16,040.85","16,122.76","15,985.90",289.38M,0.25%,DAX
10/31/2021,"16,054.36","15,764.55","16,084.90","15,760.35",335.66M,2.33%,DAX
10/24/2021,"15,688.77","15,580.58","15,781.00","15,495.51",340.23M,0.94%,DAX
10/17/2021,"15,542.98","15,518.59","15,614.76","15,406.59",258.38M,-0.28%,DAX
10/10/2021,"15,587.36","15,115.46","15,598.58","15,012.07",339.60M,2.51%,DAX
10/3/2021,"15,206.13","15,061.86","15,267.92","14,818.71",345.24M,0.33%,DAX
9/26/2021,"15,156.44","15,699.01","15,704.05","14,983.80",331.21M,-2.42%,DAX
9/19/2021,"15,531.75","15,259.50","15,695.65","15,019.49",316.99M,0.27%,DAX
9/12/2021,"15,490.17","15,681.17","15,791.90","15,455.54",373.58M,-0.77%,DAX
9/5/2021,"15,609.81","15,818.44","15,959.74","15,453.96",249.74M,-1.09%,DAX
8/29/2021,"15,781.20","15,856.71","16,006.76","15,690.02",233.84M,-0.45%,DAX
8/22/2021,"15,851.75","15,930.72","15,932.62","15,701.85",189.98M,0.28%,DAX
8/15/2021,"15,808.04","15,875.70","15,969.85","15,621.98",250.47M,-1.06%,DAX
8/8/2021,"15,977.44","15,773.51","16,030.33","15,699.27",219.12M,1.37%,DAX
8/1/2021,"15,761.45","15,631.70","15,808.24","15,492.58",272.43M,1.40%,DAX
7/25/2021,"15,544.39","15,586.66","15,659.22","15,423.56",252.20M,-0.80%,DAX
7/18/2021,"15,669.29","15,420.14","15,681.41","15,048.56",316.32M,0.83%,DAX
7/11/2021,"15,540.31","15,675.42","15,810.68","15,476.99",261.65M,-0.94%,DAX
7/4/2021,"15,687.93","15,628.42","15,700.95","15,304.41",282.52M,0.24%,DAX
6/27/2021,"15,650.09","15,570.80","15,752.93","15,461.20",250.87M,0.27%,DAX
6/20/2021,"15,607.97","15,391.50","15,675.90","15,309.44",264.40M,1.04%,DAX
6/13/2021,"15,448.04","15,739.89","15,802.67","15,426.76",339.84M,-1.56%,DAX
6/6/2021,"15,693.27","15,661.58","15,732.06","15,505.15",266.33M,0.00%,DAX
5/30/2021,"15,692.90","15,496.48","15,705.89","15,414.38",234.26M,1.11%,DAX
5/23/2021,"15,519.98","15,548.29","15,568.60","15,350.67",327.93M,0.53%,DAX
5/16/2021,"15,437.51","15,432.34","15,538.01","14,961.27",345.16M,0.14%,DAX
5/9/2021,"15,416.64","15,417.53","15,419.43","14,816.35",358.20M,0.11%,DAX
5/2/2021,"15,399.65","15,191.79","15,406.41","14,845.27",371.43M,1.74%,DAX
4/25/2021,"15,135.91","15,297.93","15,355.28","15,085.02",338.54M,-0.94%,DAX
4/18/2021,"15,279.62","15,496.87","15,501.84","15,071.78",322.57M,-1.17%,DAX
4/11/2021,"15,459.75","15,238.85","15,473.83","15,184.95",327.35M,1.48%,DAX
4/4/2021,"15,234.16","15,289.97","15,311.86","15,144.11",264.33M,0.84%,DAX
3/28/2021,"15,107.17","14,809.80","15,110.92","14,756.04",286.23M,2.43%,DAX
3/21/2021,"14,748.94","14,551.17","14,776.32","14,422.65",351.78M,0.88%,DAX
3/14/2021,"14,621.00","14,504.49","14,804.01","14,409.35",522.28M,0.82%,DAX
3/7/2021,"14,502.39","14,024.57","14,595.02","13,977.13",455.84M,4.18%,DAX
2/28/2021,"13,920.69","13,962.43","14,197.49","13,868.20",392.05M,0.97%,DAX
2/21/2021,"13,786.29","13,858.56","14,051.01","13,664.71",422.65M,-1.48%,DAX
2/14/2021,"13,993.23","14,109.07","14,131.21","13,853.77",330.72M,-0.40%,DAX
2/7/2021,"14,049.89","14,156.84","14,169.49","13,830.12",298.91M,-0.05%,DAX
1/31/2021,"14,056.72","13,559.94","14,114.44","13,518.45",386.31M,4.64%,DAX
1/24/2021,"13,432.87","13,943.96","13,946.85","13,310.95",456.51M,-3.18%,DAX
1/17/2021,"13,873.97","13,701.98","14,026.35","13,701.74",317.76M,0.63%,DAX
1/10/2021,"13,787.73","13,986.42","14,030.22","13,672.67",385.94M,-1.86%,DAX
1/3/2021,"14,049.53","13,890.22","14,131.52","13,566.47",397.53M,2.41%,DAX
12/27/2020,"13,718.78","13,779.05","13,903.11","13,717.47",120.73M,0.97%,DAX
12/20/2020,"13,587.23","13,398.22","13,601.71","13,060.34",201.64M,-0.32%,DAX
12/13/2020,"13,630.51","13,224.26","13,774.45","13,190.53",442.06M,3.94%,DAX
12/6/2020,"13,114.30","13,255.78","13,454.13","13,009.48",336.78M,-1.39%,DAX
11/29/2020,"13,298.96","13,270.51","13,445.11","13,223.93",366.25M,-0.28%,DAX
11/22/2020,"13,335.68","13,215.44","13,364.17","13,126.97",334.92M,1.51%,DAX
11/15/2020,"13,137.25","13,170.52","13,277.45","13,034.51",359.58M,0.46%,DAX
11/8/2020,"13,076.72","12,713.19","13,297.05","12,670.58",588.89M,4.78%,DAX
11/1/2020,"12,480.02","11,602.91","12,595.87","11,551.36",438.14M,7.99%,DAX
10/25/2020,"11,556.48","12,303.41","12,404.51","11,450.08",496.75M,-8.61%,DAX
10/18/2020,"12,645.75","12,948.63","13,028.73","12,345.45",288.06M,-2.04%,DAX
10/11/2020,"12,908.99","13,086.06","13,151.80","12,599.82",310.17M,-1.09%,DAX
10/4/2020,"13,051.23","12,824.05","13,100.85","12,727.75",305.80M,2.85%,DAX
9/27/2020,"12,689.04","12,673.73","12,873.40","12,539.86",346.99M,1.76%,DAX
9/20/2020,"12,469.20","12,998.90","12,998.90","12,341.58",376.75M,-4.93%,DAX
9/13/2020,"13,116.25","13,329.61","13,339.14","13,035.94",413.92M,-0.66%,DAX
9/6/2020,"13,202.84","12,931.40","13,297.71","12,856.55",314.62M,2.80%,DAX
8/30/2020,"12,842.66","13,103.93","13,460.46","12,753.69",379.37M,-1.46%,DAX
8/23/2020,"13,033.20","12,945.97","13,221.82","12,924.70",283.65M,2.10%,DAX
8/16/2020,"12,764.80","12,924.88","13,052.84","12,633.71",280.50M,-1.06%,DAX
8/9/2020,"12,901.34","12,729.10","13,101.12","12,605.82",304.62M,1.79%,DAX
8/2/2020,"12,674.88","12,374.46","12,799.21","12,365.61",332.29M,2.94%,DAX
7/26/2020,"12,313.36","12,865.75","12,936.01","12,253.92",374.11M,-4.09%,DAX
7/19/2020,"12,838.06","12,898.11","13,313.90","12,811.72",348.34M,-0.63%,DAX
7/12/2020,"12,919.61","12,817.19","12,999.84","12,535.90",371.07M,2.26%,DAX
7/5/2020,"12,633.71","12,774.77","12,842.59","12,416.69",380.22M,0.84%,DAX
6/28/2020,"12,528.18","12,090.41","12,658.17","12,045.26",484.94M,3.63%,DAX
6/21/2020,"12,089.39","12,194.48","12,616.12","11,957.31",548.39M,-1.96%,DAX
6/14/2020,"12,330.76","11,661.36","12,483.84","11,597.82",707.50M,3.19%,DAX
6/7/2020,"11,949.28","12,722.68","12,913.13","11,828.66",650.14M,-6.99%,DAX
5/31/2020,"12,847.68","11,896.70","12,858.79","11,850.34",602.92M,10.88%,DAX
5/24/2020,"11,586.85","11,186.04","11,813.14","11,118.12",660.41M,4.63%,DAX
5/17/2020,"11,073.87","10,683.86","11,246.91","10,677.52",503.08M,5.82%,DAX
5/10/2020,"10,465.17","10,948.24","10,986.22","10,160.89",535.38M,-4.03%,DAX
5/3/2020,"10,904.48","10,543.36","10,918.32","10,426.06",523.04M,0.39%,DAX
4/26/2020,"10,861.64","10,551.07","11,235.57","10,523.10",577.11M,5.08%,DAX
4/19/2020,"10,336.09","10,704.35","10,707.31","10,249.85",535.14M,-2.73%,DAX
4/12/2020,"10,625.78","10,733.97","10,820.17","10,236.24",488.60M,0.58%,DAX
4/5/2020,"10,564.74","9,889.03","10,649.79","9,841.49",513.11M,10.91%,DAX
3/29/2020,"9,525.77","9,725.88","10,096.42","9,337.02",675.96M,-1.11%,DAX
3/22/2020,"9,632.52","8,536.33","10,137.62","8,480.28",922.33M,7.88%,DAX
3/15/2020,"8,928.95","8,728.48","9,201.07","8,255.65",1.22B,-3.28%,DAX
3/8/2020,"9,232.08","10,690.08","11,032.29","9,064.68",1.51B,-20.01%,DAX
3/1/2020,"11,541.87","12,030.27","12,272.99","11,447.20",894.12M,-2.93%,DAX
2/23/2020,"11,890.35","13,231.38","13,236.58","11,724.12",924.19M,-12.44%,DAX
2/16/2020,"13,579.33","13,770.67","13,795.24","13,500.50",424.88M,-1.20%,DAX
2/9/2020,"13,744.21","13,476.00","13,788.51","13,445.41",410.34M,1.70%,DAX
2/2/2020,"13,513.81","13,033.17","13,606.97","12,987.53",472.34M,4.10%,DAX
1/26/2020,"12,981.97","13,374.99","13,399.42","12,973.70",468.72M,-4.38%,DAX
1/19/2020,"13,576.68","13,503.83","13,640.06","13,382.23",369.38M,0.37%,DAX
1/12/2020,"13,526.13","13,521.86","13,557.78","13,362.20",339.76M,0.32%,DAX
1/5/2020,"13,483.31","13,085.49","13,548.20","12,948.17",403.15M,2.00%,DAX
12/29/2019,"13,219.14","13,301.43","13,425.03","13,120.72",187.56M,-0.88%,DAX
12/22/2019,"13,337.11","13,304.77","13,381.44","13,285.55",99.97M,0.14%,DAX
12/15/2019,"13,318.90","13,349.86","13,425.85","13,140.22",476.20M,0.27%,DAX
12/8/2019,"13,282.72","13,147.57","13,423.41","12,886.55",389.76M,0.88%,DAX
12/1/2019,"13,166.58","13,264.93","13,338.25","12,927.07",375.50M,-0.53%,DAX
11/24/2019,"13,236.38","13,247.51","13,314.92","13,165.07",320.33M,0.55%,DAX
11/17/2019,"13,163.88","13,255.78","13,374.27","13,043.90",356.41M,-0.59%,DAX
11/10/2019,"13,241.75","13,170.18","13,308.26","13,139.25",395.16M,0.10%,DAX
11/3/2019,"13,228.56","13,022.95","13,300.76","13,019.18",460.72M,2.06%,DAX
10/27/2019,"12,961.05","12,897.40","12,992.07","12,795.09",412.94M,0.52%,DAX
10/20/2019,"12,894.51","12,661.93","12,914.24","12,646.28",380.75M,2.07%,DAX
10/13/2019,"12,633.60","12,468.78","12,814.49","12,387.95",440.73M,0.97%,DAX
10/6/2019,"12,511.65","12,008.77","12,511.65","11,933.02",404.61M,4.15%,DAX
9/29/2019,"12,012.81","12,367.81","12,497.28","11,878.98",332.74M,-2.97%,DAX
9/22/2019,"12,380.94","12,432.30","12,441.02","12,141.82",358.43M,-0.70%,DAX
9/15/2019,"12,468.01","12,387.68","12,490.84","12,303.51",503.36M,0.00%,DAX
9/8/2019,"12,468.53","12,210.87","12,494.25","12,179.88",474.93M,2.27%,DAX
9/1/2019,"12,191.73","11,939.99","12,205.10","11,869.28",346.48M,2.11%,DAX
8/25/2019,"11,939.28","11,619.66","11,989.44","11,551.99",347.76M,2.82%,DAX
8/18/2019,"11,611.51","11,679.72","11,853.14","11,611.51",374.84M,0.42%,DAX
8/11/2019,"11,562.74","11,801.06","11,836.97","11,266.48",529.50M,-1.12%,DAX
8/4/2019,"11,693.80","11,758.44","11,865.63","11,559.76",533.16M,-1.50%,DAX
7/28/2019,"11,872.44","12,398.29","12,473.97","11,836.75",512.02M,-4.41%,DAX
7/21/2019,"12,419.90","12,243.58","12,599.93","12,236.70",446.56M,1.30%,DAX
7/14/2019,"12,260.07","12,346.59","12,465.19","12,172.59",376.76M,-0.51%,DAX
7/7/2019,"12,323.32","12,541.18","12,587.44","12,304.98",433.90M,-1.95%,DAX
6/30/2019,"12,568.53","12,616.34","12,656.05","12,484.26",367.62M,1.37%,DAX
6/23/2019,"12,398.80","12,308.11","12,408.22","12,189.49",435.67M,0.48%,DAX
6/16/2019,"12,339.92","12,112.47","12,438.37","11,987.55",649.03M,2.01%,DAX
6/9/2019,"12,096.40","12,133.60","12,227.40","12,049.76",304.31M,0.42%,DAX
6/2/2019,"12,045.38","11,661.12","12,096.61","11,620.64",463.94M,2.72%,DAX
5/26/2019,"11,726.84","12,077.88","12,124.55","11,662.07",402.29M,-2.37%,DAX
5/19/2019,"12,011.04","12,226.85","12,246.50","11,926.34",483.82M,-1.86%,DAX
5/12/2019,"12,238.94","12,044.10","12,310.37","11,844.47",556.08M,1.49%,DAX
5/5/2019,"12,059.83","12,171.90","12,319.05","11,957.31",550.80M,-2.84%,DAX
4/28/2019,"12,412.75","12,308.98","12,435.67","12,266.34",328.60M,0.79%,DAX
4/21/2019,"12,315.18","12,224.32","12,349.83","12,182.98",370.11M,0.76%,DAX
4/14/2019,"12,222.39","12,011.11","12,243.63","11,983.33",359.63M,1.85%,DAX
4/7/2019,"11,999.93","11,979.73","12,031.15","11,846.60",373.64M,-0.08%,DAX
3/31/2019,"12,009.75","11,617.18","12,029.26","11,612.70",431.23M,4.20%,DAX
3/24/2019,"11,526.04","11,323.20","11,549.42","11,299.80",449.36M,1.42%,DAX
3/17/2019,"11,364.17","11,685.54","11,823.29","11,356.49",492.05M,-2.75%,DAX
3/10/2019,"11,685.69","11,497.98","11,725.66","11,462.90",528.75M,1.99%,DAX
3/3/2019,"11,457.84","11,646.21","11,652.77","11,405.21",380.14M,-1.24%,DAX
2/24/2019,"11,601.68","11,517.76","11,676.86","11,416.08",397.00M,1.26%,DAX
2/17/2019,"11,457.70","11,287.74","11,504.71","11,244.52",349.64M,1.40%,DAX
2/10/2019,"11,299.80","10,955.83","11,323.05","10,944.58",415.66M,3.60%,DAX
2/3/2019,"10,906.78","11,180.42","11,371.74","10,863.56",463.71M,-2.45%,DAX
1/27/2019,"11,180.66","11,233.16","11,311.37","11,051.11",449.00M,-0.90%,DAX
1/20/2019,"11,281.79","11,176.12","11,321.62","11,007.21",451.24M,0.68%,DAX
1/13/2019,"11,205.54","10,820.85","11,216.82","10,786.75",437.54M,2.92%,DAX
1/6/2019,"10,887.46","10,814.39","10,961.92","10,681.27",426.48M,1.11%,DAX
12/30/2018,"10,767.69","10,477.77","10,786.34","10,386.97",267.73M,1.98%,DAX
12/23/2018,"10,558.96","10,607.42","10,635.45","10,279.20",161.60M,-0.70%,DAX
12/16/2018,"10,633.82","10,852.99","10,886.80","10,512.64",636.09M,-2.13%,DAX
